train_quantile,zones,positive_zones,mean_rmse_gain_pct,min_rmse_gain_pct,median_rmse_gain_pct,total_spike_hours,mean_win_rate
0.85,4,4,3.7400431658305715,1.0660478539035092,3.699255845362467,6693,0.5447482818085526
0.9,4,4,3.6852064305097136,1.072532873502197,3.3221889207261963,4448,0.5363585024334231
0.95,4,4,3.68075282088374,1.1252924455545528,2.6612863977216827,2277,0.538948532092008
