dataset,zone,model,target_coverage,calibration_width,mae,rmse,smape,n,picp,pinaw,mean_width,pinball_05,pinball_50,pinball_95,mean_interval_score
OPSD,DE_LU,Graph-temporal residual conformal,0.9,12.821333972185773,3.212179807934608,5.508343043680209,15.170022407887238,3471,0.902333621434745,0.04662133730477354,12.821333972185771,0.5531260846550128,1.606089903967304,0.6450081670368628,23.962685033837506
OPSD,DK_1,Graph-temporal residual conformal,0.9,13.902462211003225,3.0877200726435023,5.000632265046047,18.950580116758083,10043,0.8917654087424076,0.05371064059265657,13.902462211003224,0.5473220920894819,1.5438600363217512,0.637492221555438,23.696286272898394
OPSD,DK_2,Graph-temporal residual conformal,0.9,13.648352693195022,3.080659938952172,5.14249250342333,15.1391859109026,10043,0.8881808224634073,0.05623548699297497,13.648352693195024,0.5331703791627713,1.540329969476086,0.6739452203145372,24.14231198954616
OPSD,GB_GBN,Graph-temporal residual conformal,0.9,16.557667284316267,3.4600143522793005,4.93805093039553,13.096757536991968,10016,0.924620607028754,0.07329644658838542,16.557667284316267,0.5161402680184431,1.7300071761396503,0.5852963471010043,22.028732302388942
