dataset,zone,model,target_coverage,blend_weight_mlp,cal_objective,cal_all_rmse,cal_spike_rmse,calibration_width,mae,rmse,smape,n,picp,pinaw,mean_width,pinball_05,pinball_50,pinball_95,mean_interval_score
OPSD,DE_LU,Calibrated GraphPatch blend conformal,0.9,0.2,5.350920672222306,3.9491089697094903,7.064246086404635,10.95982053127872,2.617416488311489,4.990035548589652,12.70161639907094,3471,0.9063670411985019,0.03985244366124403,10.959820531278721,0.50825474063666,1.3087082441557445,0.5399815038530633,20.96472488979446
OPSD,DK_1,Calibrated GraphPatch blend conformal,0.9,0.9,5.106235154461373,3.9278147936126837,6.5465267066097725,11.059534396776755,2.6011901217912663,4.390641304344816,17.371753385128798,10043,0.8840983769789903,0.0427273002502579,11.059534396776755,0.4974587683411824,1.3005950608956331,0.5332498961841137,20.61417329050592
OPSD,DK_2,Calibrated GraphPatch blend conformal,0.9,0.6000000000000001,5.662232112488678,4.18882656204136,7.463061118590956,11.328059550310556,2.674583158055514,4.623928079082565,13.841066680029126,10043,0.883998805137907,0.04667515265888156,11.328059550310554,0.4935135537783833,1.337291579027757,0.5771800286343368,21.4138716482544
OPSD,GB_GBN,Calibrated GraphPatch blend conformal,0.9,0.30000000000000004,6.177737851643285,4.963130616277044,7.662257805979802,15.641656331365098,3.474433406254415,4.902399228143462,13.70226962773016,10016,0.9119408945686901,0.06924150655761442,15.641656331365096,0.5256814175646856,1.7372167031272074,0.560852731622309,21.730682983739882
