calibration_share,zones,mean_picp,min_picp,max_picp,mean_pinaw,mean_width,mean_interval_score,mean_coverage_error_abs
0.1,4,0.8824864956054557,0.8715523250024892,0.8950678913738019,0.05260492716706036,13.07107882803423,23.633977415071502,0.0175135043945443
0.15,4,0.9022038591580163,0.8927611271532411,0.9189297124600639,0.05802213441692706,14.389569337868679,23.52632210387953,0.007260997072015718
0.2,4,0.9028786062198462,0.888678681668824,0.9362020766773163,0.05846668132056263,14.462373727277667,23.64002600890228,0.015222432118811968
0.25,4,0.9068145828390917,0.8878821069401573,0.9453873801916933,0.059971439194708306,14.815666602956654,23.714719874059906,0.01718996867997591
