dataset,zone,anchor_model,cal_objective,cal_all_rmse,cal_spike_rmse,residual_residual_shrinkage,residual_cal_objective,residual_cal_all_rmse,residual_cal_spike_rmse
OPSD,DE_LU,NLinear-style sequence ridge,5.310257114101612,3.8498671850020423,7.0951781385566415,0.8,5.157096878196455,3.7023514055593476,6.935119122530696
OPSD,DK_1,NLinear-style sequence ridge,5.136568852973461,3.9502126640833044,6.586559750505875,0.4,5.1077234159459035,3.9216180545288406,6.557407746566758
OPSD,DK_2,NLinear-style sequence ridge,5.5632733370809415,4.093072999281571,7.360184861057949,0.6000000000000001,5.502984057376926,4.045280359898407,7.284621909850671
OPSD,GB_GBN,NLinear-style sequence ridge,5.682479653169582,4.676110091299491,6.912486895455248,0.6000000000000001,5.510042514728772,4.528501550142241,6.709703693667866
