model,seeds,mean_rmse_mean,mean_rmse_std,mean_rmse_min,mean_rmse_max,mean_smape_mean,mean_smape_std,target_baseline_min_wins,target_baseline_max_losses,rc_baseline_min_wins,rc_baseline_max_losses
TDConv-ridge-source-head,8,65.66539222527587,0.1116802786876006,65.47833385698932,65.82651922146084,5.163342516223201,0.019572321326631174,,,,
TDConv-ridge+adapter-28d,8,65.33820562676725,0.05562947918697634,65.28299975517383,65.46545837545344,5.228711951626348,0.008194417382327476,,,,
TDConv-ridge+adapter-28d stability tests,8,65.33820562676725,0.05562947918697634,65.28299975517383,65.46545837545344,5.228711951626348,0.008194417382327476,9.0,1.0,10.0,0.0
