seed,dataset,target_client,model,protocol,adapt_days,mae,rmse,smape,n
20260717,UCI Electricity Load Diagrams 2011-2014,MT_218,TDConv-ridge+adapter-28d,source-subsampled trainable TDConv with 28d target adapter,28,40.99023355953199,62.27236484209826,3.8655749053942494,2208
20260717,UCI Electricity Load Diagrams 2011-2014,MT_043,TDConv-ridge-source-head,source-subsampled trainable TDConv source head,0,72.13787327507212,99.03249777535859,6.246293308907581,2208
20260717,UCI Electricity Load Diagrams 2011-2014,MT_043,TDConv-ridge+adapter-28d,source-subsampled trainable TDConv with 28d target adapter,28,72.34528919930767,99.47566181496728,6.256274061026381,2208
20260717,UCI Electricity Load Diagrams 2011-2014,MT_314,TDConv-ridge-source-head,source-subsampled trainable TDConv source head,0,35.946734787025626,55.27106800471848,3.8511736193959742,2208
20260717,UCI Electricity Load Diagrams 2011-2014,MT_314,TDConv-ridge+adapter-28d,source-subsampled trainable TDConv with 28d target adapter,28,36.30080965111426,55.25488929378707,3.931244592442856,2208
20260717,UCI Electricity Load Diagrams 2011-2014,MT_104,TDConv-ridge-source-head,source-subsampled trainable TDConv source head,0,20.68645970442942,34.53576664788325,5.377266834172524,2208
20260717,UCI Electricity Load Diagrams 2011-2014,MT_104,TDConv-ridge+adapter-28d,source-subsampled trainable TDConv with 28d target adapter,28,20.497809530414973,33.67759772855979,5.434759725038894,2208
20260717,UCI Electricity Load Diagrams 2011-2014,MT_222,TDConv-ridge-source-head,source-subsampled trainable TDConv source head,0,32.4207143965379,50.04596336339566,4.3297324763939695,2208
20260717,UCI Electricity Load Diagrams 2011-2014,MT_222,TDConv-ridge+adapter-28d,source-subsampled trainable TDConv with 28d target adapter,28,31.984676411678706,49.77150216484483,4.286622596968419,2208
20260717,UCI Electricity Load Diagrams 2011-2014,MT_360,TDConv-ridge-source-head,source-subsampled trainable TDConv source head,0,29.798982513284862,44.19772445884555,7.091761435038918,2208
20260717,UCI Electricity Load Diagrams 2011-2014,MT_360,TDConv-ridge+adapter-28d,source-subsampled trainable TDConv with 28d target adapter,28,29.82753120635355,44.08435134851036,7.147504389082772,2208
