zone,method,charge_std_coef,discharge_std_coef,charge_net_coef,discharge_net_coef,selection_score,selection_mean_revenue,selection_cvar_10,best_iteration,swarm_size,iterations,train_validation_days,selection_subset_days,test_days
DE_LU,PSO policy search (revenue),0.3743463904076156,-0.35856504137794665,5.815172847001776,0.7336910475673507,23.64707869816239,23.64707869816239,-0.7590446140852103,15,22,16,557,557,140
DE_LU,PSO policy search (risk-adjusted),0.3536742534199099,-0.15406384421532154,5.405009801549143,-1.1929071797535502,23.396200030243264,23.60849646878525,-0.4245928770839765,13,22,16,557,557,140
DK_1,PSO policy search (revenue),0.3899700935503061,-0.22380357806421386,0.48694552953881404,1.123695136896733,9.43650770995747,9.43650770995747,-10.017344985763106,12,22,16,1651,720,413
DK_1,PSO policy search (risk-adjusted),0.4723088627735419,0.4197724757817714,1.1936420105658252,-0.5786332726094602,4.70942399223729,9.329766006638883,-9.240684028803186,15,22,16,1651,720,413
DK_2,PSO policy search (revenue),0.29944947560299456,0.2651707036400142,3.0217281429990686,2.372300121893431,17.170585609770832,17.170585609770832,-4.478591844350183,13,22,16,1651,720,413
DK_2,PSO policy search (risk-adjusted),0.20868613316992954,0.2874540722978056,-0.4415492276439865,1.3832849378063177,14.950034977264641,17.11101538313352,-4.321960811737758,14,22,16,1651,720,413
GB_GBN,PSO policy search (revenue),0.07486464433100515,-0.1942894992847561,0.33875594768800016,7.902051644244091,33.10947625642771,33.10947625642771,11.162558476229723,15,22,16,1645,720,412
GB_GBN,PSO policy search (risk-adjusted),-0.03208210316167234,-0.18578874158728886,0.3778280885434149,1.5167302117489518,38.99172887947345,33.08665325515506,11.81015124863677,12,22,16,1645,720,412
