split,zone,method,days,mean_revenue,mean_regret,median_regret,negative_revenue_days,revenue_p05,cvar_10,mean_imbalance_penalty
train,GB_GBN,DF policy search (revenue),1234,35.12870807657166,7.621114303810267,5.670736532332008,0,12.930230604505988,12.288676410897015,1.4795992731570375
train,GB_GBN,DF policy search (risk-adjusted),1234,35.08484772710413,7.6649746532778,5.615557884463804,1,13.431363914459915,12.372949496941025,1.486937742559738
train,GB_GBN,Hindsight optimum,1234,42.749822380381936,0.0,0.0,0,23.020636956521738,22.5737084852735,0.0
train,GB_GBN,Prev-day FTO,1234,32.965237945688116,9.784584434693816,7.210441140021127,12,9.12656113736236,7.624531772052958,1.4956900509294577
train,GB_GBN,Robust quantile FTO,1234,32.970653979218255,9.779168401163679,6.045831189076463,1,13.128145523297464,12.73490747545897,1.4897584793822674
train,GB_GBN,Rolling-28d mean FTO,1234,35.08484772710413,7.6649746532778,5.615557884463804,1,13.431363914459915,12.372949496941025,1.486937742559738
validation,DE_LU,DF policy search (revenue),139,24.4653438175356,11.326845922846008,6.732424931831879,7,0.5727293223390494,-2.0602701326336472,3.019884521532278
validation,DE_LU,DF policy search (risk-adjusted),139,24.43685614563461,11.355333594746993,6.972766750862689,7,0.5727293223390494,-1.9269909784791561,3.032598092713838
validation,DE_LU,Hindsight optimum,139,35.79218974038161,0.0,0.0,0,15.519047826086954,14.685525465838511,0.0
validation,DE_LU,Prev-day FTO,139,20.584716708324855,15.20747303205676,10.171061602500032,12,-4.741341545017106,-8.227996646983858,3.0367278334330488
validation,DE_LU,Robust quantile FTO,139,23.679305479012537,12.112884261369071,7.371918100998926,7,0.3950111524388302,-1.864417564065135,3.025194051797599
validation,DE_LU,Rolling-28d mean FTO,139,24.94141325271485,10.850776487666762,6.709867501661584,5,2.0424164559790006,-0.41892204302039227,3.0323031689304445
validation,DK_1,DF policy search (revenue),413,13.057831954963023,15.375673340331222,11.174327693046369,96,-7.273606410550771,-8.872695536029122,6.243521176945604
validation,DK_1,DF policy search (risk-adjusted),413,12.938507239235769,15.494998056058474,11.34334427176103,100,-7.102518824670734,-8.541472223290775,6.233066231655907
validation,DK_1,Hindsight optimum,413,28.433505295294243,0.0,0.0,1,4.7966226086956585,4.345411801242239,0.0
validation,DK_1,Prev-day FTO,413,7.1165321049546995,21.31697319033955,14.362199502088913,145,-17.250253159124437,-20.962582526847658,6.760310931154367
validation,DK_1,Robust quantile FTO,413,12.65663063327387,15.776874662020374,11.31124764603259,100,-8.8630440515455,-10.106068838559532,6.227215034691181
validation,DK_1,Rolling-28d mean FTO,413,12.956869997428631,15.476635297865613,11.113128077785078,96,-7.743488389119095,-8.966734094346613,6.256530613161959
validation,DK_2,DF policy search (revenue),413,18.526434179078827,10.785547755861698,7.452176715455416,50,-3.9986074411233274,-4.640208426369411,2.9453865178366443
validation,DK_2,DF policy search (risk-adjusted),413,18.6891186757769,10.622863259163625,7.173804361379348,51,-3.925950219385261,-3.904309598570527,2.9337359194436545
validation,DK_2,Hindsight optimum,413,29.31198193494052,0.0,0.0,1,3.6111895652173973,3.764516563147003,0.0
validation,DK_2,Prev-day FTO,413,13.298560290589633,16.01342164435089,9.821245249258833,87,-7.766161019899439,-10.927121655063681,3.070380776891156
validation,DK_2,Robust quantile FTO,413,18.12562058384403,11.186361351096496,7.795038545119656,55,-3.9817962128643614,-3.857881479484037,2.9195565927008738
validation,DK_2,Rolling-28d mean FTO,413,18.60624201702492,10.705739917915604,7.235026708462826,53,-3.977790641854901,-4.186197158553081,2.9254638256953713
validation,GB_GBN,DF policy search (revenue),411,26.62467479401092,8.443420815848388,6.082351724243438,1,9.843028550802014,9.067243382066385,1.619859300985381
validation,GB_GBN,DF policy search (risk-adjusted),411,26.75629983924795,8.311795770611358,6.082351724243438,2,10.36501708931777,9.266041822778925,1.6308405817824148
validation,GB_GBN,Hindsight optimum,411,35.068095609859306,0.0,0.0,0,21.25232608695653,20.741023395445136,0.0
validation,GB_GBN,Prev-day FTO,411,22.88649543381559,12.181600176043725,8.861439593503729,14,3.035099349340109,1.047581872716003,1.7785343556692403
validation,GB_GBN,Robust quantile FTO,411,26.567945191335614,8.50015041852369,6.2453927361266395,2,10.08280534631524,8.610381976694127,1.624593812155342
validation,GB_GBN,Rolling-28d mean FTO,411,26.75629983924795,8.311795770611358,6.082351724243438,2,10.36501708931777,9.266041822778925,1.6308405817824148
