zone,method,charge_std_coef,discharge_std_coef,charge_net_coef,discharge_net_coef,selection_score,selection_mean_revenue,selection_cvar_10,best_generation,population,generations,train_validation_days,selection_subset_days,test_days
DE_LU,Genetic policy search (revenue),0.3408507814695599,-0.2511511896377152,5.464621217096507,0.9726737776430441,23.62343513042622,23.62343513042622,-0.6545165313994621,9,24,14,557,557,140
DE_LU,Genetic policy search (risk-adjusted),0.2063016525611309,-0.1390470862554217,1.9496210338125026,3.090090744534984,23.312221901687696,23.581516041934606,-0.5385882804938174,3,24,14,557,557,140
DK_1,Genetic policy search (revenue),0.5245975221381327,-0.09936002689058981,-0.07048487996453709,0.8963303795490061,9.37317266636393,9.37317266636393,-9.899444619301281,6,24,14,1651,720,413
DK_1,Genetic policy search (risk-adjusted),0.49246943874539495,0.3458334608236777,0.28442138381269133,-0.3657943055850299,4.641455134100085,9.314326679784667,-9.345743091369163,8,24,14,1651,720,413
DK_2,Genetic policy search (revenue),0.2127724827784921,0.2462082359826362,3.7529494657185607,2.0644813727961187,17.14014766844396,17.14014766844396,-4.490846474187269,11,24,14,1651,720,413
DK_2,Genetic policy search (risk-adjusted),0.2983834517423858,0.1127662536178616,1.6351571969008765,1.7558985283715625,14.943056851708985,17.121450440030124,-4.356787176642277,10,24,14,1651,720,413
GB_GBN,Genetic policy search (revenue),0.006282486201281131,-0.10924166899124474,0.9180169561612221,8.178940947556953,33.09219405215079,33.09219405215079,11.060987189575814,12,24,14,1645,720,412
GB_GBN,Genetic policy search (risk-adjusted),0.11204077217783781,-0.20467561638200016,0.5666461056294272,0.07053871313398871,38.91346058305421,33.054006338889195,11.718908488330024,10,24,14,1645,720,412
