dataset,zone,date,capacity_mwh,method,revenue,hindsight_revenue,regret,battery_revenue,flex_value,imbalance_penalty,negative_revenue
OPSD,DE_LU,2018-11-10,1.0,Robust quantile FTO,6.629130702529778,12.603495652173915,5.974364949644137,3.0123999999999924,6.221999999999994,2.6052692974702083,0
OPSD,DE_LU,2018-11-10,1.0,Hindsight optimum,12.603495652173915,12.603495652173915,0.0,5.160495652173914,7.4430000000000005,0.0,0
OPSD,DE_LU,2018-11-11,1.0,Prev-day FTO,7.5506290723443685,12.467791304347834,4.917162232003466,3.544147826086956,6.074999999999996,2.068518753742583,0
OPSD,DE_LU,2018-11-11,1.0,Rolling-28d mean FTO,4.843206357733264,12.467791304347834,7.62458494661457,3.2626826086956484,5.953499999999996,4.372976250962379,0
OPSD,DE_LU,2018-11-11,1.0,Robust quantile FTO,5.35827509023618,12.467791304347834,7.109516214111654,3.819747826086953,6.260999999999997,4.7224727358507685,0
OPSD,DE_LU,2018-11-11,1.0,Hindsight optimum,12.467791304347834,12.467791304347834,0.0,5.357791304347835,7.11,0.0,0
OPSD,DE_LU,2018-11-12,1.0,Prev-day FTO,13.49620707641061,39.244747826086964,25.748540749676355,8.95657391304347,10.865999999999994,6.326366836632854,0
OPSD,DE_LU,2018-11-12,1.0,Rolling-28d mean FTO,28.947966902363696,39.244747826086964,10.296780923723269,15.673965217391313,14.574000000000003,1.2999983150276209,0
OPSD,DE_LU,2018-11-12,1.0,Robust quantile FTO,31.608228183197397,39.244747826086964,7.636519642889567,17.296247826086947,15.469499999999995,1.1575196428895462,0
OPSD,DE_LU,2018-11-12,1.0,Hindsight optimum,39.244747826086964,39.244747826086964,0.0,21.217747826086963,18.027,0.0,0
OPSD,DE_LU,2018-11-13,1.0,Prev-day FTO,12.335514702798484,26.728156521739145,14.39264181894066,5.712156521739132,8.693999999999997,2.070641818940645,0
OPSD,DE_LU,2018-11-13,1.0,Rolling-28d mean FTO,13.205055214414703,26.728156521739145,13.523101307324442,5.73618260869565,8.630999999999998,1.1621273942809447,0
OPSD,DE_LU,2018-11-13,1.0,Robust quantile FTO,11.973197648285744,26.728156521739145,14.7549588734534,4.950856521739134,8.1975,1.1751588734533898,0
OPSD,DE_LU,2018-11-13,1.0,Hindsight optimum,26.728156521739145,26.728156521739145,0.0,13.261156521739139,13.467000000000004,0.0,0
OPSD,DE_LU,2018-11-14,1.0,Prev-day FTO,28.75454255148098,43.95118260869566,15.19664005721468,15.910769565217393,15.559499999999998,2.715727013736413,0
OPSD,DE_LU,2018-11-14,1.0,Rolling-28d mean FTO,38.587431576833225,43.95118260869566,5.363751031862435,22.079639130434785,19.3875,2.879707553601564,0
OPSD,DE_LU,2018-11-14,1.0,Robust quantile FTO,41.40190040692929,43.95118260869566,2.549282201766367,23.68018260869566,20.271,2.5492822017663697,0
OPSD,DE_LU,2018-11-14,1.0,Hindsight optimum,43.95118260869566,43.95118260869566,0.0,23.68018260869566,20.271,0.0,0
OPSD,DE_LU,2018-11-15,1.0,Prev-day FTO,25.30169708901017,31.77940000000001,6.477702910989841,13.183578260869574,14.134500000000003,2.016381171859406,0
OPSD,DE_LU,2018-11-15,1.0,Rolling-28d mean FTO,25.509932478411777,31.77940000000001,6.269467521588233,14.43629565217391,14.825999999999995,3.7523631737621286,0
OPSD,DE_LU,2018-11-15,1.0,Robust quantile FTO,23.326858587132072,31.77940000000001,8.452541412867937,13.183578260869574,14.134500000000003,3.9912196737375023,0
OPSD,DE_LU,2018-11-15,1.0,Hindsight optimum,31.77940000000001,31.77940000000001,0.0,15.994900000000008,15.784500000000001,0.0,0
OPSD,DE_LU,2018-11-16,1.0,Prev-day FTO,24.882363591522584,31.320547826086973,6.438184234564389,13.631965217391311,13.956000000000003,2.7056016258687325,0
OPSD,DE_LU,2018-11-16,1.0,Rolling-28d mean FTO,12.62079817225017,31.320547826086973,18.699749653836804,5.331817391304355,8.661000000000001,1.3720192190541862,0
OPSD,DE_LU,2018-11-16,1.0,Robust quantile FTO,10.183843061886742,31.320547826086973,21.136704764200232,3.8644260869565343,7.851000000000004,1.5315830250697968,0
OPSD,DE_LU,2018-11-16,1.0,Hindsight optimum,31.320547826086973,31.320547826086973,0.0,16.016047826086968,15.304500000000004,0.0,0
OPSD,DE_LU,2018-11-17,1.0,Prev-day FTO,-8.323387107132337,20.536130434782606,28.859517541914943,-6.617086956521732,0.9450000000000016,2.651300150610608,1
OPSD,DE_LU,2018-11-17,1.0,Rolling-28d mean FTO,16.41912539784228,20.536130434782606,4.117005036940327,8.086478260869576,9.915000000000003,1.5823528630272992,0
