dataset,zone,date,capacity_mwh,method,revenue,hindsight_revenue,regret,battery_revenue,flex_value,imbalance_penalty,negative_revenue
OPSD,DK_1,2019-02-01,1.0,Prev-day FTO,-8.685935651243959,1.3990608695652327,10.084996520809192,-3.5453217391304293,3.1680000000000006,8.30861391211353,1
OPSD,DK_1,2019-02-01,1.0,Rolling-28d mean FTO,-3.5940738542463864,1.3990608695652327,4.993134723811619,-2.7817217391304325,3.6659999999999995,4.478352115115953,1
OPSD,DK_1,2019-02-01,1.0,Robust quantile FTO,-3.5940738542463864,1.3990608695652327,4.993134723811619,-2.7817217391304325,3.6659999999999995,4.478352115115953,1
OPSD,DK_1,2019-02-01,1.0,Hindsight optimum,1.3990608695652327,1.3990608695652327,0.0,-2.4589391304347714,3.858000000000004,0.0,0
OPSD,DK_1,2019-02-02,1.0,Prev-day FTO,-0.49851994065454264,4.295913043478277,4.794432984132819,-2.3397086956521633,3.7365000000000035,1.8953112450023828,1
OPSD,DK_1,2019-02-02,1.0,Rolling-28d mean FTO,-3.792996480003768,4.295913043478277,8.088909523482045,-2.0154086956521695,3.9479999999999986,5.725587784351597,1
OPSD,DK_1,2019-02-02,1.0,Robust quantile FTO,-3.792996480003768,4.295913043478277,8.088909523482045,-2.0154086956521695,3.9479999999999986,5.725587784351597,1
OPSD,DK_1,2019-02-02,1.0,Hindsight optimum,4.295913043478277,4.295913043478277,0.0,-0.5610869565217271,4.857000000000004,0.0,0
OPSD,DK_1,2019-02-03,1.0,Prev-day FTO,-1.2268780987123848,6.279713043478261,7.506591142190646,-2.9440086956521725,3.260999999999997,1.5438694030602094,1
OPSD,DK_1,2019-02-03,1.0,Rolling-28d mean FTO,-4.57305977893899,6.279713043478261,10.85277282241725,-2.872643478260862,3.258000000000004,4.958416300678133,1
OPSD,DK_1,2019-02-03,1.0,Robust quantile FTO,-4.084350228675813,6.279713043478261,10.364063272154073,-2.493143478260869,3.5055000000000005,5.096706750414945,1
OPSD,DK_1,2019-02-03,1.0,Hindsight optimum,6.279713043478261,6.279713043478261,0.0,0.7192130434782626,5.560499999999998,0.0,0
OPSD,DK_1,2019-02-04,1.0,Prev-day FTO,-34.175481345785926,25.723495652173916,59.89897699795984,-14.354839130434769,-4.075499999999998,15.745142215351159,1
OPSD,DK_1,2019-02-04,1.0,Rolling-28d mean FTO,-10.527057972733935,25.723495652173916,36.25055362490785,-6.109473913043473,1.4715000000000003,5.889084059690463,1
OPSD,DK_1,2019-02-04,1.0,Robust quantile FTO,-10.527057972733935,25.723495652173916,36.25055362490785,-6.109473913043473,1.4715000000000003,5.889084059690463,1
OPSD,DK_1,2019-02-04,1.0,Hindsight optimum,25.723495652173916,25.723495652173916,0.0,13.192495652173918,12.530999999999999,0.0,0
OPSD,DK_1,2019-02-05,1.0,Prev-day FTO,-14.019955021935958,20.515182608695653,34.53513763063161,-4.331417391304342,2.685000000000001,12.373537630631617,1
OPSD,DK_1,2019-02-05,1.0,Rolling-28d mean FTO,9.114572628898667,20.515182608695653,11.400609979796986,9.503882608695655,10.399499999999998,10.788809979796984,0
OPSD,DK_1,2019-02-05,1.0,Robust quantile FTO,9.114572628898681,20.515182608695653,11.400609979796972,9.503882608695662,10.399500000000002,10.788809979796984,0
OPSD,DK_1,2019-02-05,1.0,Hindsight optimum,20.515182608695653,20.515182608695653,0.0,9.874182608695655,10.641,0.0,0
OPSD,DK_1,2019-02-06,1.0,Prev-day FTO,-7.584861159561016,8.741860869565219,16.326722029126234,0.8065347826086935,5.8785,14.26989594216971,1
OPSD,DK_1,2019-02-06,1.0,Rolling-28d mean FTO,1.3520178010177082,8.741860869565219,7.389843068547511,0.27753478260870423,5.533500000000002,4.459016981590998,0
OPSD,DK_1,2019-02-06,1.0,Robust quantile FTO,-0.03384106553597466,8.741860869565219,8.775701935101193,-0.17096521739130566,5.241,5.103875848144669,1
OPSD,DK_1,2019-02-06,1.0,Hindsight optimum,8.741860869565219,8.741860869565219,0.0,2.1028608695652196,6.6389999999999985,0.0,0
OPSD,DK_1,2019-02-07,1.0,Prev-day FTO,5.704504362436774,21.073573913043465,15.36906955060669,6.856586956521745,8.6025,9.75458259408497,0
OPSD,DK_1,2019-02-07,1.0,Rolling-28d mean FTO,-6.887354331459601,21.073573913043465,27.960928244503066,-2.5697130434782665,3.3689999999999967,7.686641287981331,1
OPSD,DK_1,2019-02-07,1.0,Robust quantile FTO,-7.21909543115431,21.073573913043465,28.292669344197776,-2.5122130434782477,3.406500000000001,8.113382387676063,1
OPSD,DK_1,2019-02-07,1.0,Hindsight optimum,21.073573913043465,21.073573913043465,0.0,10.464073913043471,10.609499999999993,0.0,0
OPSD,DK_1,2019-02-08,1.0,Prev-day FTO,38.14585811668683,44.617295652173915,6.471437535487084,23.418252173913046,17.744999999999997,3.0173940572262135,0
OPSD,DK_1,2019-02-08,1.0,Rolling-28d mean FTO,11.815439980232092,44.617295652173915,32.80185567194182,12.004778260869571,11.368500000000003,11.557838280637483,0
OPSD,DK_1,2019-02-08,1.0,Robust quantile FTO,24.606674206759347,44.617295652173915,20.010621445414568,20.178026086956528,15.867,11.438351880197178,0
OPSD,DK_1,2019-02-08,1.0,Hindsight optimum,44.617295652173915,44.617295652173915,0.0,25.643795652173914,18.9735,0.0,0
OPSD,DK_1,2019-02-09,1.0,Prev-day FTO,-1.2325076001913953,44.62520869565218,45.857716295843574,2.6017739130434814,2.3640000000000008,6.198281513234877,1
OPSD,DK_1,2019-02-09,1.0,Rolling-28d mean FTO,17.249104905914166,44.62520869565218,27.37610378973801,18.948086956521742,12.45,14.148982050607577,0
OPSD,DK_1,2019-02-09,1.0,Robust quantile FTO,20.415704346997863,44.62520869565218,24.209504348654313,20.719026086956525,13.296,13.599321739958661,0
OPSD,DK_1,2019-02-09,1.0,Hindsight optimum,44.62520869565218,44.62520869565218,0.0,27.178708695652176,17.4465,0.0,0
OPSD,DK_1,2019-02-10,1.0,Prev-day FTO,5.437814329558844,57.66013913043477,52.222324800875924,12.050995652173917,11.1855,17.79868132261507,0
OPSD,DK_1,2019-02-10,1.0,Rolling-28d mean FTO,19.254052667224407,57.66013913043477,38.406086463210364,16.03906086956522,12.372,9.157008202340812,0
OPSD,DK_1,2019-02-10,1.0,Robust quantile FTO,30.67182587817412,57.66013913043477,26.988313252260653,22.67686086956522,16.701,8.706034991391105,0
OPSD,DK_1,2019-02-10,1.0,Hindsight optimum,57.66013913043477,57.66013913043477,0.0,34.23013913043478,23.429999999999996,0.0,0
OPSD,DK_1,2019-02-11,1.0,Prev-day FTO,21.499695157161632,72.83128695652175,51.33159179936012,18.683082608695656,14.551499999999997,11.734887451534021,0
OPSD,DK_1,2019-02-11,1.0,Rolling-28d mean FTO,63.586367385403236,72.83128695652175,9.244919571118515,42.94003478260869,28.103999999999996,7.457667397205456,0
OPSD,DK_1,2019-02-11,1.0,Robust quantile FTO,45.25998027697569,72.83128695652175,27.571306679546062,31.478113043478256,21.644999999999992,7.863132766502562,0
OPSD,DK_1,2019-02-11,1.0,Hindsight optimum,72.83128695652175,72.83128695652175,0.0,44.02228695652175,28.808999999999997,0.0,0
OPSD,DK_1,2019-02-12,1.0,Prev-day FTO,17.278364663469368,31.965200000000017,14.686835336530649,12.89206956521739,12.132,7.745704901748018,0
OPSD,DK_1,2019-02-12,1.0,Rolling-28d mean FTO,26.39773735107204,31.965200000000017,5.567462648927979,16.289226086956532,14.151000000000005,4.042488735884498,0
OPSD,DK_1,2019-02-12,1.0,Robust quantile FTO,21.319818609438453,31.965200000000017,10.645381390561564,13.67978260869566,12.597000000000003,4.956963999257209,0
OPSD,DK_1,2019-02-12,1.0,Hindsight optimum,31.965200000000017,31.965200000000017,0.0,17.244200000000014,14.721000000000004,0.0,0
OPSD,DK_1,2019-02-13,1.0,Prev-day FTO,3.4230680221074667,14.613382608695648,11.190314586588181,4.379991304347833,6.872999999999998,7.8299232822403635,0
OPSD,DK_1,2019-02-13,1.0,Rolling-28d mean FTO,7.16997014359283,14.613382608695648,7.443412465102818,5.204186956521738,7.324499999999997,5.358716812928905,0
OPSD,DK_1,2019-02-13,1.0,Robust quantile FTO,6.9657542924635045,14.613382608695648,7.647628316232144,4.3776913043478345,6.8715,4.283437011884331,0
OPSD,DK_1,2019-02-13,1.0,Hindsight optimum,14.613382608695648,14.613382608695648,0.0,6.50288260869565,8.110499999999998,0.0,0
OPSD,DK_1,2019-02-14,1.0,Prev-day FTO,12.424628282294357,25.82338260869566,13.398754326401303,10.003834782608699,10.875,8.454206500314342,0
OPSD,DK_1,2019-02-14,1.0,Rolling-28d mean FTO,18.70704411643952,25.82338260869566,7.116338492256141,10.180782608695665,10.866000000000003,2.33973849225615,0
OPSD,DK_1,2019-02-14,1.0,Robust quantile FTO,18.18148686098117,25.82338260869566,7.641895747714489,10.157782608695662,10.851000000000004,2.827295747714497,0
OPSD,DK_1,2019-02-14,1.0,Hindsight optimum,25.82338260869566,25.82338260869566,0.0,13.07188260869566,12.751500000000002,0.0,0
OPSD,DK_1,2019-02-15,1.0,Prev-day FTO,5.000323218214053,18.353017391304363,13.35269417309031,2.8267956521739137,6.340499999999997,4.166972433959858,0
OPSD,DK_1,2019-02-15,1.0,Rolling-28d mean FTO,4.494271094820018,18.353017391304363,13.858746296484345,2.189695652173917,5.925,3.6204245573538993,0
OPSD,DK_1,2019-02-15,1.0,Robust quantile FTO,-0.8346984310052341,18.353017391304363,19.187715822309595,-0.9245043478260868,3.8939999999999966,3.804194083179144,1
OPSD,DK_1,2019-02-15,1.0,Hindsight optimum,18.353017391304363,18.353017391304363,0.0,8.53551739130436,9.817500000000003,0.0,0
OPSD,DK_1,2019-02-16,1.0,Prev-day FTO,-20.079086375596315,8.187191304347833,28.266277679944146,-6.184673913043483,0.007499999999997442,13.90191246255283,1
OPSD,DK_1,2019-02-16,1.0,Rolling-28d mean FTO,-7.089625955351982,8.187191304347833,15.276817259699815,-1.2494347826086951,3.104999999999998,8.945191172743286,1
OPSD,DK_1,2019-02-16,1.0,Robust quantile FTO,-3.032681364924075,8.187191304347833,11.219872669271908,0.4318652173913051,4.2014999999999985,7.666046582315379,1
OPSD,DK_1,2019-02-16,1.0,Hindsight optimum,8.187191304347833,8.187191304347833,0.0,2.6986913043478324,5.4885,0.0,0
OPSD,DK_1,2019-02-17,1.0,Prev-day FTO,-3.07304768617652,11.159521739130426,14.232569425306945,0.5812608695652273,4.695000000000001,8.349308555741748,1
OPSD,DK_1,2019-02-17,1.0,Rolling-28d mean FTO,4.692005529591881,11.159521739130426,6.467516209538545,1.4370521739130382,4.886999999999993,1.6320466443211503,0
OPSD,DK_1,2019-02-17,1.0,Robust quantile FTO,7.558060999827362,11.159521739130426,3.6014607393030644,3.185052173913043,6.026999999999997,1.6539911740856785,0
OPSD,DK_1,2019-02-17,1.0,Hindsight optimum,11.159521739130426,11.159521739130426,0.0,4.372021739130432,6.787499999999995,0.0,0
OPSD,DK_1,2019-02-18,1.0,Prev-day FTO,3.040766212668709,14.987373913043477,11.946607700374768,1.2120782608695677,5.030999999999999,3.2023120482008576,0
OPSD,DK_1,2019-02-18,1.0,Rolling-28d mean FTO,8.249207747780968,14.987373913043477,6.738166165262509,3.9769999999999968,6.800999999999996,2.528792252219024,0
OPSD,DK_1,2019-02-18,1.0,Robust quantile FTO,7.09953551796073,14.987373913043477,7.887838395082747,3.1374999999999957,6.253499999999995,2.2914644820392613,0
OPSD,DK_1,2019-02-18,1.0,Hindsight optimum,14.987373913043477,14.987373913043477,0.0,6.61737391304348,8.369999999999997,0.0,0
OPSD,DK_1,2019-02-19,1.0,Prev-day FTO,0.5531781372235116,9.827295652173923,9.274117514950412,3.4183869565217506,6.103500000000004,8.968708819298243,0
OPSD,DK_1,2019-02-19,1.0,Rolling-28d mean FTO,-0.8505383162970546,9.827295652173923,10.677833968470978,2.518926086956526,5.533499999999997,8.902964403253577,1
OPSD,DK_1,2019-02-19,1.0,Robust quantile FTO,-0.6624621940957756,9.827295652173923,10.489757846269699,2.735056521739125,5.650499999999998,9.048018715834898,1
OPSD,DK_1,2019-02-19,1.0,Hindsight optimum,9.827295652173923,9.827295652173923,0.0,3.612795652173922,6.214500000000001,0.0,0
OPSD,DK_1,2019-02-20,1.0,Prev-day FTO,4.52791444135682,23.027591304347833,18.499676862991013,6.458513043478256,8.138999999999994,10.06959860212143,0
OPSD,DK_1,2019-02-20,1.0,Rolling-28d mean FTO,16.673169714193833,23.027591304347833,6.354421590154001,11.11469130434783,11.008499999999998,5.4500215901539955,0
OPSD,DK_1,2019-02-20,1.0,Robust quantile FTO,17.20160793129138,23.027591304347833,5.825983373056452,11.404491304347829,11.1975,5.400383373056447,0
OPSD,DK_1,2019-02-20,1.0,Hindsight optimum,23.027591304347833,23.027591304347833,0.0,11.662091304347832,11.3655,0.0,0
OPSD,DK_1,2019-02-21,1.0,Prev-day FTO,12.863346621318435,18.057826086956524,5.194479465638089,7.6755260869565305,8.8965,3.708679465638096,0
OPSD,DK_1,2019-02-21,1.0,Rolling-28d mean FTO,12.562283525523661,18.057826086956524,5.495542561432863,7.369626086956522,8.696999999999997,3.504342561432858,0
OPSD,DK_1,2019-02-21,1.0,Robust quantile FTO,10.913464210420088,18.057826086956524,7.144361876536436,7.107434782608706,8.673000000000004,4.866970572188621,0
OPSD,DK_1,2019-02-21,1.0,Hindsight optimum,18.057826086956524,18.057826086956524,0.0,8.574826086956527,9.482999999999999,0.0,0
OPSD,DK_1,2019-02-22,1.0,Prev-day FTO,5.898109976732824,18.196200000000005,12.29809002326718,3.793582608695651,6.881999999999999,4.777472631962825,0
OPSD,DK_1,2019-02-22,1.0,Rolling-28d mean FTO,8.381592000780206,18.196200000000005,9.814607999219799,5.766982608695656,8.169,5.554390607915452,0
OPSD,DK_1,2019-02-22,1.0,Robust quantile FTO,5.224366891700013,18.196200000000005,12.971833108299991,4.149560869565228,7.078500000000004,6.003693977865218,0
OPSD,DK_1,2019-02-22,1.0,Hindsight optimum,18.196200000000005,18.196200000000005,0.0,8.417700000000004,9.7785,0.0,0
OPSD,DK_1,2019-02-23,1.0,Prev-day FTO,-1.2273466399368222,8.955660869565229,10.183007509502051,-2.30875652173912,2.5350000000000006,1.4535901181977027,1
OPSD,DK_1,2019-02-23,1.0,Rolling-28d mean FTO,3.2806861749544245,8.955660869565229,5.674974694610804,2.59158260869566,5.616000000000004,4.926896433741239,0
OPSD,DK_1,2019-02-23,1.0,Robust quantile FTO,3.280686174954435,8.955660869565229,5.6749746946107935,2.591582608695667,5.616000000000008,4.926896433741239,0
OPSD,DK_1,2019-02-23,1.0,Hindsight optimum,8.955660869565229,8.955660869565229,0.0,3.0621608695652256,5.893500000000003,0.0,0
OPSD,DK_1,2019-02-24,1.0,Prev-day FTO,0.7502333264235768,6.186930434782603,5.436697108359026,-0.3845304347826044,3.7049999999999983,2.570236238793817,0
OPSD,DK_1,2019-02-24,1.0,Rolling-28d mean FTO,0.4847964579334896,6.186930434782603,5.7021339768491135,-0.18832173913043704,3.860999999999997,3.1878818029360705,0
OPSD,DK_1,2019-02-24,1.0,Robust quantile FTO,0.4847964579334896,6.186930434782603,5.7021339768491135,-0.18832173913043704,3.860999999999997,3.1878818029360705,0
OPSD,DK_1,2019-02-24,1.0,Hindsight optimum,6.186930434782603,6.186930434782603,0.0,1.3794304347826056,4.807499999999997,0.0,0
OPSD,DK_1,2019-02-25,1.0,Prev-day FTO,-0.12179485225359521,17.800704347826084,17.922499200079677,-0.705986956521734,3.898500000000001,3.3143078957318624,1
OPSD,DK_1,2019-02-25,1.0,Rolling-28d mean FTO,7.528431299465735,17.800704347826084,10.272273048360349,6.148604347826087,7.996499999999996,6.616673048360347,0
OPSD,DK_1,2019-02-25,1.0,Robust quantile FTO,7.3310639289983595,17.800704347826084,10.469640418827725,5.865995652173915,7.840499999999997,6.375431723175552,0
OPSD,DK_1,2019-02-25,1.0,Hindsight optimum,17.800704347826084,17.800704347826084,0.0,8.361204347826089,9.439499999999997,0.0,0
OPSD,DK_1,2019-02-26,1.0,Prev-day FTO,16.6703405161929,21.671234782608703,5.000894266415802,9.185234782608696,9.977999999999996,2.4928942664157887,0
OPSD,DK_1,2019-02-26,1.0,Rolling-28d mean FTO,12.334477670786393,21.671234782608703,9.33675711182231,10.436434782608693,10.793999999999997,8.895957111822296,0
OPSD,DK_1,2019-02-26,1.0,Robust quantile FTO,11.196570550443525,21.671234782608703,10.474664232165178,9.292413043478263,10.1625,8.258342493034739,0
OPSD,DK_1,2019-02-26,1.0,Hindsight optimum,21.671234782608703,21.671234782608703,0.0,10.703234782608703,10.968,0.0,0
OPSD,DK_1,2019-02-27,1.0,Prev-day FTO,-3.958964737359343,13.6500695652174,17.60903430257674,-0.4935260869565141,3.9015000000000026,7.366938650402831,1
OPSD,DK_1,2019-02-27,1.0,Rolling-28d mean FTO,0.944352363416991,13.6500695652174,12.70571720180041,-0.9558260869565061,3.6000000000000085,1.6998215496265114,0
OPSD,DK_1,2019-02-27,1.0,Robust quantile FTO,4.657440537403022,13.6500695652174,8.992629027814377,1.5930869565217591,5.007000000000008,1.942646419118745,0
OPSD,DK_1,2019-02-27,1.0,Hindsight optimum,13.6500695652174,13.6500695652174,0.0,5.913069565217398,7.737000000000002,0.0,0
OPSD,DK_1,2019-02-28,1.0,Prev-day FTO,2.4552363615352215,26.17930434782609,23.72406798629087,3.001765217391302,5.720999999999997,6.267528855856077,0
OPSD,DK_1,2019-02-28,1.0,Rolling-28d mean FTO,19.4120376767274,26.17930434782609,6.767266671098689,13.413004347826092,11.926499999999999,5.927466671098694,0
OPSD,DK_1,2019-02-28,1.0,Robust quantile FTO,14.077674120976825,26.17930434782609,12.101630226849265,10.576047826086963,10.360499999999998,6.8588737051101365,0
OPSD,DK_1,2019-02-28,1.0,Hindsight optimum,26.17930434782609,26.17930434782609,0.0,13.92130434782609,12.258,0.0,0
OPSD,DK_1,2019-03-01,1.0,Prev-day FTO,1.8774198078841167,10.009391304347835,8.131971496463718,2.346247826086966,6.007500000000001,6.4763280182028495,0
OPSD,DK_1,2019-03-01,1.0,Rolling-28d mean FTO,-0.9104554264673457,10.009391304347835,10.91984673081518,2.65214782608696,6.206999999999999,9.769603252554305,1
OPSD,DK_1,2019-03-01,1.0,Robust quantile FTO,-2.1261288058679124,10.009391304347835,12.135520110215747,2.0353000000000065,5.866500000000002,10.027928805867921,1
OPSD,DK_1,2019-03-01,1.0,Hindsight optimum,10.009391304347835,10.009391304347835,0.0,3.373391304347834,6.636000000000001,0.0,0
OPSD,DK_1,2019-03-02,1.0,Prev-day FTO,-7.484752598060599,22.38227826086957,29.867030858930168,-3.6618217391304384,2.071499999999996,5.894430858930156,1
OPSD,DK_1,2019-03-02,1.0,Rolling-28d mean FTO,-8.62860264071215,22.38227826086957,31.01088090158172,-3.41366086956522,2.2229999999999945,7.437941771146925,1
OPSD,DK_1,2019-03-02,1.0,Robust quantile FTO,-1.8294195919200487,22.38227826086957,24.21169785278962,1.1569913043478195,4.745999999999993,7.7324108962678615,1
OPSD,DK_1,2019-03-02,1.0,Hindsight optimum,22.38227826086957,22.38227826086957,0.0,11.72327826086957,10.659,0.0,0
OPSD,DK_1,2019-03-03,1.0,Prev-day FTO,-46.97896802737003,65.34178260869565,112.32075063606568,-22.630704347826086,-11.433,12.915263679543944,1
OPSD,DK_1,2019-03-03,1.0,Rolling-28d mean FTO,38.10727456264913,65.34178260869565,27.23450804604652,27.159243478260873,18.003,7.0549689156117426,0
OPSD,DK_1,2019-03-03,1.0,Robust quantile FTO,39.30849971188716,65.34178260869565,26.033282896808494,27.14837391304348,17.996999999999996,5.83687420115631,0
OPSD,DK_1,2019-03-03,1.0,Hindsight optimum,65.34178260869565,65.34178260869565,0.0,39.59428260869565,25.7475,0.0,0
OPSD,DK_1,2019-03-04,1.0,Prev-day FTO,23.866846886285412,72.64695652173913,48.78010963545371,15.42740869565218,12.024000000000003,3.5845618093667713,0
OPSD,DK_1,2019-03-04,1.0,Rolling-28d mean FTO,66.14535808930674,72.64695652173913,6.501598432432388,43.26023913043478,27.766499999999997,4.881381041128044,0
OPSD,DK_1,2019-03-04,1.0,Robust quantile FTO,59.676271667691076,72.64695652173913,12.970684854048052,38.86490869565217,24.961499999999997,4.150137027961088,0
OPSD,DK_1,2019-03-04,1.0,Hindsight optimum,72.64695652173913,72.64695652173913,0.0,44.27895652173913,28.368,0.0,0
OPSD,DK_1,2019-03-05,1.0,Prev-day FTO,55.28570315916627,82.58998260869565,27.304279449529382,36.37978260869565,24.608999999999998,5.703079449529379,0
OPSD,DK_1,2019-03-05,1.0,Rolling-28d mean FTO,76.59605680601655,82.58998260869565,5.993925802679101,49.47418260869565,31.953,4.831125802679097,0
OPSD,DK_1,2019-03-05,1.0,Robust quantile FTO,76.99066738094112,82.58998260869565,5.599315227754531,50.17798260869566,32.412,5.59931522775455,0
OPSD,DK_1,2019-03-05,1.0,Hindsight optimum,82.58998260869565,82.58998260869565,0.0,50.17798260869565,32.412,0.0,0
OPSD,DK_1,2019-03-06,1.0,Prev-day FTO,-22.42553276560483,25.94261739130434,48.36815015690917,-8.625678260869549,-0.9629999999999939,12.836854504735289,1
