zone,method,charge_std_coef,discharge_std_coef,charge_net_coef,discharge_net_coef,selection_score,selection_mean_revenue,selection_cvar_10,train_days,test_days
DE_LU,DF policy search (revenue),0.5,-0.5,8.0,4.0,23.522390955253297,23.522390955253297,-1.1054620259888086,557,140
DE_LU,DF policy search (risk-adjusted),0.5,0.0,8.0,4.0,23.104386936969245,23.472544028314577,-0.7363141826906616,557,140
DK_1,DF policy search (revenue),0.5,0.0,0.0,0.0,9.735175011472267,9.735175011472267,-9.554754429908224,1651,413
DK_1,DF policy search (risk-adjusted),0.5,0.5,0.0,0.0,5.047275755108669,9.722482285384586,-9.350413060551835,1651,413
DK_2,DF policy search (revenue),0.0,0.5,8.0,4.0,17.19460903427849,17.19460903427849,-4.236318340445845,1651,413
DK_2,DF policy search (risk-adjusted),0.0,0.0,8.0,0.0,15.149536144704987,17.192265970676196,-4.085459651942418,1651,413
GB_GBN,DF policy search (revenue),0.0,0.0,0.0,4.0,33.00399216220543,33.00399216220543,11.182025735129367,1645,412
GB_GBN,DF policy search (risk-adjusted),0.0,0.0,0.0,0.0,38.662783513234075,33.00397649190116,11.317614042665829,1645,412
